,,,,,
,,,,,
28,54,1,1,167,00:53.9
,,,,,
33,47,1,1,151,01:51.5
,,,,,
53,59,1,1,151,02:51.9
,,,,,
28,42,1,1,111,03:44.2
,,,,,
24,42,1,1,135,04:38.7
,,,,,
25,39,1,1,135,05:35.2
,,,,,
47,37,1,1,119,06:31.4
,,,,,
41,29,1,1,95,07:21.7
,,,,,
18,45,1,1,119,08:13.7
,,,,,
27,44,1,1,175,09:08.8
,,,,,
25,27,1,1,79,09:56.3
,,,,,
27,23,1,1,63,10:43.3
,,,,,
33,48,1,1,119,11:36.0
,,,,,
24,39,1,1,95,12:24.9
,,,,,
34,24,1,1,79,13:12.2
,,,,,
23,29,1,1,127,14:01.5
,,,,,
22,39,1,1,119,14:54.7
,,,,,
31,41,1,1,103,15:44.8
,,,,,
23,58,1,1,175,16:39.3
,,,,,
34,37,1,1,87,17:29.3
,,,,,
10,29,1,1,159,18:20.0
,,,,,
16,53,1,1,191,19:13.8
,,,,,
23,26,1,1,103,20:01.9
,,,,,
24,50,1,1,143,20:53.4
,,,,,
32,55,1,1,127,21:47.5
,,,,,
18,32,1,1,103,22:39.6
,,,,,
5,31,1,1,103,23:30.3
,,,,,
21,18,1,1,39,24:19.4
,,,,,
17,19,1,1,71,25:03.8
,,,,,
23,19,1,1,63,25:49.1
,,,,,
30,51,1,1,103,26:41.6
,,,,,
25,26,1,1,111,27:26.8
,,,,,
11,27,1,1,119,28:13.0
,,,,,
12,46,1,1,103,29:03.3
,,,,,
13,42,1,1,95,29:51.8
,,,,,
17,23,1,1,47,30:40.0
,,,,,
25,36,1,1,87,31:37.1
,,,,,
34,46,1,1,111,32:31.6
,,,,,
10,37,1,1,47,33:18.1
,,,,,
41,21,1,1,103,34:03.2
,,,,,
31,19,1,1,71,34:54.7
,,,,,
12,23,1,1,47,35:36.0
,,,,,
10,37,1,1,47,36:22.5
,,,,,
20,19,1,1,103,37:09.0
,,,,,
8,23,1,1,31,37:53.9
,,,,,
0,26,1,1,111,38:47.8
,,,,,
12,29,1,1,103,39:35.2
,,,,,
9,23,1,1,87,40:20.7
,,,,,
34,23,1,1,87,41:09.1
,,,,,
25,21,1,1,47,41:53.8
,,,,,
16,21,1,1,55,42:41.3
,,,,,
24,53,1,1,111,43:30.3
,,,,,
24,22,1,1,71,44:16.1
,,,,,
11,25,1,1,87,45:04.5
,,,,,
8,28,1,1,103,45:50.9
,,,,,
22,28,1,1,55,46:36.4
,,,,,
33,23,1,1,63,47:20.7
,,,,,
22,22,1,1,111,48:05.2
,,,,,
25,36,1,1,103,48:54.3
,,,,,
11,24,1,1,103,49:39.6
,,,,,
21,19,1,1,47,50:23.7
,,,,,
4,22,1,1,63,51:06.9
,,,,,
15,28,1,1,119,51:55.5
,,,,,
14,19,1,1,47,52:35.7
,,,,,
5,26,1,1,31,53:21.2
,,,,,
14,25,1,1,63,54:06.9
,,,,,
20,18,1,1,71,54:51.4
,,,,,
24,23,1,1,95,55:36.2
,,,,,
29,15,1,1,63,56:18.7
,,,,,
20,19,1,1,39,57:01.3
,,,,,
3,19,1,1,47,57:46.3
,,,,,
7,23,1,1,103,58:30.4
,,,,,
35,20,1,1,71,59:15.0
,,,,,
27,22,1,1,103,00:00.5
,,,,,
24,18,1,1,55,00:46.3
,,,,,
25,27,1,1,95,01:31.5
,,,,,
18,23,1,1,63,02:15.2
,,,,,
22,25,1,1,87,03:00.8
,,,,,
22,23,1,1,87,03:45.6
,,,,,
20,21,1,1,79,04:28.2
,,,,,
22,28,1,1,103,05:14.7
,,,,,
22,27,1,1,79,06:00.4
,,,,,
22,18,1,1,47,06:41.2
,,,,,
24,18,1,1,47,07:24.5
,,,,,
9,30,1,1,39,08:09.3
,,,,,
27,28,1,1,55,08:54.2
,,,,,
10,17,1,1,47,09:40.4
,,,,,
16,25,1,1,95,10:27.0
,,,,,
23,15,1,1,71,11:09.8
,,,,,
24,25,1,1,55,11:53.6
,,,,,
11,25,1,1,55,12:35.4
,,,,,
15,32,1,1,87,13:20.4
,,,,,
19,29,1,1,63,14:08.0
,,,,,
17,26,1,1,47,14:51.7
,,,,,
19,20,1,1,39,15:34.0
,,,,,
23,16,1,1,39,16:15.5
,,,,,
6,19,1,1,55,16:59.2
,,,,,
14,25,1,1,39,17:39.9
,,,,,
14,22,1,1,111,18:22.3
,,,,,
17,20,1,1,111,19:11.2
,,,,,
18,21,1,1,71,19:56.6
,,,,,
25,14,1,1,39,20:38.1
,,,,,
29,18,1,1,47,21:20.4
,,,,,
7,13,1,1,79,22:00.1
,,,,,
15,22,1,1,87,22:43.8
,,,,,
11,26,1,1,111,23:29.1
,,,,,
28,21,1,1,87,24:10.4
,,,,,
30,14,1,1,63,24:51.6
,,,,,
23,30,1,1,111,25:37.3
,,,,,
34,21,1,1,95,26:22.6
,,,,,
18,26,1,1,71,27:06.8
,,,,,
36,18,1,1,127,27:53.1
,,,,,
5,30,1,1,87,28:40.0
,,,,,
16,39,1,1,175,29:30.0
,,,,,
9,17,1,1,87,30:13.3
,,,,,
9,27,1,1,63,30:57.8
,,,,,
3,15,1,1,63,31:46.0
,,,,,
25,18,1,1,63,32:31.0
,,,,,
12,28,1,1,79,33:18.7
,,,,,
27,19,1,1,47,34:01.8
,,,,,
27,23,1,1,55,34:44.4
,,,,,
6,20,1,1,39,35:28.3
,,,,,
38,21,1,1,71,36:16.8
,,,,,
15,19,1,1,63,37:03.7
,,,,,
5,34,1,1,47,37:46.6
,,,,,
12,20,1,1,55,38:33.2
,,,,,
12,25,1,1,87,39:19.7
,,,,,
14,17,1,1,39,39:59.6
,,,,,
5,33,1,1,47,40:42.9
,,,,,
28,18,1,1,55,41:26.2
,,,,,
12,21,1,1,71,42:09.6
,,,,,
29,16,1,1,79,42:52.1
,,,,,
21,25,1,1,55,43:37.0
,,,,,
24,17,1,1,71,44:20.7
,,,,,
0,33,1,1,119,45:07.8
,,,,,
5,18,1,1,55,45:54.6
,,,,,
19,36,1,1,103,46:40.3
,,,,,
20,18,1,1,47,47:22.8
,,,,,
33,35,1,1,175,48:13.0
,,,,,
10,20,1,1,47,48:56.7
,,,,,
27,19,1,1,55,49:45.7
,,,,,
14,24,1,1,87,50:29.3
,,,,,
17,24,1,1,79,51:14.5
,,,,,
23,29,1,1,71,52:00.2
,,,,,
17,34,1,1,71,52:48.1
,,,,,
36,22,1,1,79,53:34.8
,,,,,
30,23,1,1,55,54:19.7
,,,,,
14,18,1,1,39,55:02.2
,,,,,
19,26,1,1,55,55:47.2
,,,,,
19,26,1,1,127,56:33.4
,,,,,
23,26,1,1,111,57:18.9
,,,,,
15,21,1,1,79,58:01.6
,,,,,
27,19,1,1,143,58:48.5
,,,,,
7,21,1,1,63,59:35.1
,,,,,
22,23,1,1,55,00:17.3
,,,,,
9,14,1,1,95,01:02.4
,,,,,
27,24,1,1,79,01:47.5
,,,,,
30,23,1,1,151,02:33.4
,,,,,
20,20,1,1,79,03:17.5
,,,,,
17,19,1,1,47,04:02.4
,,,,,
5,21,1,1,119,04:48.4
,,,,,
14,28,1,1,55,05:32.3
,,,,,
21,19,1,1,135,06:17.5
,,,,,
13,18,1,1,55,06:58.9
,,,,,
12,30,1,1,63,07:42.6
,,,,,
20,23,1,1,95,08:26.8
,,,,,
29,22,1,1,79,09:12.2
,,,,,
9,19,1,1,63,09:56.7
,,,,,
14,34,1,1,63,10:41.4
,,,,,
23,18,1,1,55,11:22.7
,,,,,
8,15,1,1,71,12:05.9
,,,,,
24,25,1,1,71,12:49.3
,,,,,
10,17,1,1,31,13:32.9
,,,,,
16,20,1,1,79,14:17.3
,,,,,
13,34,1,1,55,15:00.4
,,,,,
20,28,1,1,55,15:43.0
,,,,,
28,12,1,1,79,16:22.5
,,,,,
31,17,1,1,87,17:06.9
,,,,,
21,27,1,1,87,17:50.8
,,,,,
21,18,1,1,111,18:35.7
,,,,,
21,26,1,1,47,19:20.2
,,,,,
16,25,1,1,79,20:08.2
,,,,,
24,15,1,1,55,20:51.3
,,,,,
21,18,1,1,39,21:32.9
,,,,,
5,13,1,1,63,22:14.4
,,,,,
18,20,1,1,103,22:59.1
,,,,,
16,20,1,1,55,23:41.7
,,,,,
24,25,1,1,79,24:27.5
,,,,,
10,19,1,1,79,25:15.8
,,,,,
30,33,1,1,63,26:02.3
,,,,,
15,27,1,1,79,26:46.6
,,,,,
25,25,1,1,71,27:31.6
,,,,,
20,19,1,1,71,28:15.8
,,,,,
24,24,1,1,87,29:06.3
,,,,,
20,18,1,1,39,29:46.9
,,,,,
20,19,1,1,39,30:28.3
,,,,,
34,21,1,1,87,31:13.3
,,,,,
10,30,1,1,103,31:57.3
,,,,,
11,23,1,1,55,32:39.2
,,,,,
15,21,1,1,71,33:23.8
,,,,,
11,18,1,1,103,34:07.9
,,,,,
10,35,1,1,71,34:53.5
,,,,,
30,19,1,1,95,35:39.2
,,,,,
28,18,1,1,71,36:21.9
,,,,,
16,15,1,1,31,37:04.4
,,,,,
16,25,1,1,47,37:49.1
,,,,,
28,20,1,1,95,38:36.6
,,,,,
28,20,1,1,119,39:23.9
,,,,,
16,29,1,1,111,40:11.4
,,,,,
22,15,1,1,119,40:57.4
,,,,,
30,28,1,1,63,41:42.6
,,,,,
8,24,1,1,79,42:26.1
,,,,,
12,31,1,1,63,43:10.6
,,,,,
30,18,1,1,71,43:54.9
,,,,,
24,26,1,1,63,44:40.4
,,,,,
10,36,1,1,79,45:24.9
,,,,,
25,22,1,1,47,46:10.3
,,,,,
1,22,1,1,63,46:51.5
,,,,,
32,21,1,1,87,47:36.3
,,,,,
11,23,1,1,87,48:18.8
,,,,,
21,18,1,1,39,49:00.6
,,,,,
20,19,1,1,39,49:42.5
,,,,,
14,19,1,1,111,50:28.0
,,,,,
