41,181,1,1,200,2019-04-10 03:05:27.455587
39,202,1,1,167,2019-04-10 03:06:39.617253
54,220,1,1,200,2019-04-10 03:07:52.909312
27,235,1,1,151,2019-04-10 03:09:05.975826
32,202,1,1,200,2019-04-10 03:10:23.485535
46,184,1,1,175,2019-04-10 03:11:33.812757
33,237,1,1,200,2019-04-10 03:12:51.928756
42,194,1,1,200,2019-04-10 03:14:05.313610
47,206,1,1,200,2019-04-10 03:15:24.478855
44,209,1,1,199,2019-04-10 03:16:35.204609
34,181,1,1,200,2019-04-10 03:17:46.183022
29,173,1,1,200,2019-04-10 03:19:02.951573
29,233,1,1,200,2019-04-10 03:20:21.672932
19,232,1,1,200,2019-04-10 03:21:28.665374
36,215,1,1,199,2019-04-10 03:22:39.524005
24,202,1,1,199,2019-04-10 03:23:54.985981
41,243,1,1,200,2019-04-10 03:25:10.894597
40,204,1,1,200,2019-04-10 03:26:22.883804
26,207,1,1,200,2019-04-10 03:27:39.407214
31,185,1,1,199,2019-04-10 03:28:53.609543
37,181,1,1,200,2019-04-10 03:30:08.440029
44,188,1,1,200,2019-04-10 03:31:19.278990
20,219,1,1,200,2019-04-10 03:32:33.863299
47,184,1,1,200,2019-04-10 03:33:51.698221
36,221,1,1,143,2019-04-10 03:35:08.696127
22,191,1,1,183,2019-04-10 03:36:14.470667
35,207,1,1,200,2019-04-10 03:37:25.010022
37,240,1,1,191,2019-04-10 03:38:40.185615
44,190,1,1,191,2019-04-10 03:40:00.968578
51,231,1,1,183,2019-04-10 03:41:10.119612
24,236,1,1,200,2019-04-10 03:42:19.740643
27,230,1,1,167,2019-04-10 03:43:33.982530
43,195,1,1,199,2019-04-10 03:44:50.033001
39,199,1,1,200,2019-04-10 03:46:00.043860
43,205,1,1,200,2019-04-10 03:47:16.218060
26,230,1,1,200,2019-04-10 03:48:31.178323
33,228,1,1,200,2019-04-10 03:49:46.741434
32,186,1,1,199,2019-04-10 03:50:56.933011
39,249,1,1,183,2019-04-10 03:52:10.622955
34,196,1,1,191,2019-04-10 03:53:26.461942
32,233,1,1,143,2019-04-10 03:54:46.749182
45,220,1,1,191,2019-04-10 03:55:56.123403
44,207,1,1,175,2019-04-10 03:57:08.414422
41,237,1,1,200,2019-04-10 03:58:28.093031
42,233,1,1,200,2019-04-10 03:59:41.922858
35,199,1,1,200,2019-04-10 04:00:53.874909
37,200,1,1,191,2019-04-10 04:02:01.537714
44,246,1,1,183,2019-04-10 04:03:06.319971
37,190,1,1,199,2019-04-10 04:04:16.578531
41,185,1,1,199,2019-04-10 04:05:23.607675
44,221,1,1,200,2019-04-10 04:06:38.088020
17,186,1,1,200,2019-04-10 04:07:53.972990
38,209,1,1,200,2019-04-10 04:09:13.029756
26,198,1,1,191,2019-04-10 04:10:21.097513
47,191,1,1,200,2019-04-10 04:11:33.410659
27,190,1,1,200,2019-04-10 04:12:50.760387
45,228,1,1,200,2019-04-10 04:14:07.241862
26,227,1,1,200,2019-04-10 04:15:14.706961
